uniprot_id,protein_info,accession_number,molecular_weight,Pool_1.mzML,Pool_2.mzML,Pool_3.mzML,Sample_01_0325.mzML,Sample_02_0147.mzML,Sample_03_4085.mzML,Sample_04_0039.mzML,Sample_05_5198.mzML,Sample_06_7066.mzML,Sample_07_0909.mzML,Sample_08_0348.mzML,Sample_09_7028.mzML,Sample_10_2119.mzML,Sample_11_6501.mzML,Sample_12_9999.mzML,Sample_13_1014.mzML,Sample_14_1059.mzML
A0A5F9ZHR5,tr|A0A5F9ZHR5|A0A5F9ZHR5_HUMAN Calcium/calmodulin-dependent protein ki0se OS=Homo sapiens OX=9606 GN=CAMK2A PE=1 SV=1,tr|A0A5F9ZHR5|A0A5F9ZHR5_HUMAN,55 kDa,17482780,19569650,13690590,19783160,10005140,13390420,13432830,25324510,22829560,16796300,26358650,16194740,4801790,26742190,9379247,28500260,20242400
A0A5F9ZHR7,tr|A0A5F9ZHR7|A0A5F9ZHR7_HUMAN Lysosomal acid phosphatase OS=Homo sapiens OX=9606 GN=ACP2 PE=1 SV=1,tr|A0A5F9ZHR7|A0A5F9ZHR7_HUMAN,49 kDa,22450840,24782580,25104860,34547060,28911150,18290220,47516200,27903100,17464860,12588750,33679210,10122740,12926860,36529240,26238710,21499760,38005040
A0A5F9ZHR8,tr|A0A5F9ZHR8|A0A5F9ZHR8_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZHR8|A0A5F9ZHR8_HUMAN,432 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZHS1,tr|A0A5F9ZHS1|A0A5F9ZHS1_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZHS1|A0A5F9ZHS1_HUMAN,437 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZHT4,tr|A0A5F9ZHT4|A0A5F9ZHT4_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZHT4|A0A5F9ZHT4_HUMAN,424 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZHT8,tr|A0A5F9ZHT8|A0A5F9ZHT8_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZHT8|A0A5F9ZHT8_HUMAN,427 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZHU3,tr|A0A5F9ZHU3|A0A5F9ZHU3_HUMAN Non-specific serine/threonine protein ki0se OS=Homo sapiens OX=9606 GN=AKT3 PE=1 SV=1,tr|A0A5F9ZHU3|A0A5F9ZHU3_HUMAN,49 kDa,26035190,23646990,24176890,24001750,4632102,8531652,16969910,22665080,27973130,5185001,54427200,62993660,9347213,48181090,7768386,30820260,54358820
A0A5F9ZHY2,tr|A0A5F9ZHY2|A0A5F9ZHY2_HUMAN Calcium/calmodulin-dependent protein ki0se type II subunit alpha OS=Homo sapiens OX=9606 GN=CAMK2A PE=1 SV=1,tr|A0A5F9ZHY2|A0A5F9ZHY2_HUMAN,41 kDa,17482780,19569650,13690590,19783160,10005140,13390420,13432830,25324510,22829560,16796300,26358650,16194740,4801790,26742190,9379247,28500260,20242400
A0A5F9ZHY6,tr|A0A5F9ZHY6|A0A5F9ZHY6_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZHY6|A0A5F9ZHY6_HUMAN,194 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZI03,tr|A0A5F9ZI03|A0A5F9ZI03_HUMAN Unconventio0l myosin-VI OS=Homo sapiens OX=9606 GN=MYO6 PE=1 SV=1,tr|A0A5F9ZI03|A0A5F9ZI03_HUMAN,75 kDa,8832508,10402140,4568949,4604022,8834370,6309230,4039725,12204630,3888177,8982274,11590810,5151301,5974386,8320516,5030869,8032813,5667820
A0A5F9ZI08,tr|A0A5F9ZI08|A0A5F9ZI08_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZI08|A0A5F9ZI08_HUMAN,198 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZI10,tr|A0A5F9ZI10|A0A5F9ZI10_HUMAN Activating sig0l cointegrator 1 complex subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=ASCC1 PE=1 SV=1,tr|A0A5F9ZI10|A0A5F9ZI10_HUMAN,25 kDa,20364180,19276830,18372460,21019890,17362930,11208000,15671820,24437710,17881610,17883440,29162690,11978780,13881700,19844120,11947570,19335360,38327280
A0A5F9ZI12,tr|A0A5F9ZI12|A0A5F9ZI12_HUMAN Aldehyde dehydroge0se family 3 member A2 (Fragment) OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1,tr|A0A5F9ZI12|A0A5F9ZI12_HUMAN,44 kDa,115336500,112633400,117003600,101063400,26747040,103139200,43376140,66668800,189144800,877561100,77483680,62230460,66557480,73606260,23786520,109187900,57185140
A0A5F9ZI15,tr|A0A5F9ZI15|A0A5F9ZI15_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZI15|A0A5F9ZI15_HUMAN,194 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZI18,tr|A0A5F9ZI18|A0A5F9ZI18_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZI18|A0A5F9ZI18_HUMAN,207 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZI21,tr|A0A5F9ZI21|A0A5F9ZI21_HUMAN Guanine nucleotide exchange factor H1 OS=Homo sapiens OX=9606 GN=ARHGEF2 PE=1 SV=1,tr|A0A5F9ZI21|A0A5F9ZI21_HUMAN,127 kDa,103381000,100139800,97702320,85719890,61333300,45298520,48567850,46548510,64934240,40845440,146462300,135298900,25755530,196594500,52592510,96181460,301886100
A0A5F9ZI30,tr|A0A5F9ZI30|A0A5F9ZI30_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZI30|A0A5F9ZI30_HUMAN,418 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZI36,tr|A0A5F9ZI36|A0A5F9ZI36_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZI36|A0A5F9ZI36_HUMAN,203 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZI37,tr|A0A5F9ZI37|A0A5F9ZI37_HUMAN Activating sig0l cointegrator 1 complex subunit 1 OS=Homo sapiens OX=9606 GN=ASCC1 PE=1 SV=1,tr|A0A5F9ZI37|A0A5F9ZI37_HUMAN,37 kDa,20364180,19276830,18372460,21019890,17362930,11208000,15671820,24437710,17881610,17883440,29162690,11978780,13881700,19844120,11947570,19335360,38327280
A0A5F9ZI40,tr|A0A5F9ZI40|A0A5F9ZI40_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZI40|A0A5F9ZI40_HUMAN,429 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZI45,tr|A0A5F9ZI45|A0A5F9ZI45_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZI45|A0A5F9ZI45_HUMAN,157 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZI46,tr|A0A5F9ZI46|A0A5F9ZI46_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZI46|A0A5F9ZI46_HUMAN,426 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZI53,tr|A0A5F9ZI53|A0A5F9ZI53_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZI53|A0A5F9ZI53_HUMAN,193 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZI56,tr|A0A5F9ZI56|A0A5F9ZI56_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZI56|A0A5F9ZI56_HUMAN,207 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZI65,tr|A0A5F9ZI65|A0A5F9ZI65_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZI65|A0A5F9ZI65_HUMAN,425 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZI69,tr|A0A5F9ZI69|A0A5F9ZI69_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZI69|A0A5F9ZI69_HUMAN,202 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZI73,tr|A0A5F9ZI73|A0A5F9ZI73_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZI73|A0A5F9ZI73_HUMAN,200 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5F9ZI81,tr|A0A5F9ZI81|A0A5F9ZI81_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,tr|A0A5F9ZI81|A0A5F9ZI81_HUMAN,211 kDa,14098020,19641630,13849810,15634730,6158514,5253387,10825580,40833600,19418500,14479430,8457682,7611700,10978540,3623818,18921380,34488060,9034180
A0A5H1ZRP4,tr|A0A5H1ZRP4|A0A5H1ZRP4_HUMAN Negative elongation factor B OS=Homo sapiens OX=9606 GN=NELFB PE=1 SV=1,tr|A0A5H1ZRP4|A0A5H1ZRP4_HUMAN,70 kDa,12378990,10564810,10129460,14199160,5724715,5349450,15024820,13345570,12995900,5362694,16915980,13003500,15191150,14753130,7581406,12217080,24327040
A0A5H1ZRP6,tr|A0A5H1ZRP6|A0A5H1ZRP6_HUMAN Sorting nexin-27 (Fragment) OS=Homo sapiens OX=9606 GN=SNX27 PE=1 SV=1,tr|A0A5H1ZRP6|A0A5H1ZRP6_HUMAN,46 kDa,48299680,42214490,45585710,25268850,29288670,41327310,53805290,37165660,47084380,26974710,82778080,43164870,33233740,44965970,28006050,35933980,81262230
A0A5H1ZRP7,tr|A0A5H1ZRP7|A0A5H1ZRP7_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=1,tr|A0A5H1ZRP7|A0A5H1ZRP7_HUMAN,110 kDa,15045090,10890060,11838050,4287664,1799164,2273049,2316915,19753290,9934001,44864830,4781293,3519563,10102630,2166210,6608272,24908140,12831580
A0A5H1ZRP8,tr|A0A5H1ZRP8|A0A5H1ZRP8_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=1,tr|A0A5H1ZRP8|A0A5H1ZRP8_HUMAN,426 kDa,15045090,10890060,11838050,4287664,1799164,2273049,2316915,19753290,9934001,44864830,4781293,3519563,10102630,2166210,6608272,24908140,12831580
A0A5H1ZRP9,tr|A0A5H1ZRP9|A0A5H1ZRP9_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=1,tr|A0A5H1ZRP9|A0A5H1ZRP9_HUMAN,142 kDa,15045090,10890060,11838050,4287664,1799164,2273049,2316915,19753290,9934001,44864830,4781293,3519563,10102630,2166210,6608272,24908140,12831580
A0A5H1ZRQ1,tr|A0A5H1ZRQ1|A0A5H1ZRQ1_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=1,tr|A0A5H1ZRQ1|A0A5H1ZRQ1_HUMAN,141 kDa,15045090,10890060,11838050,4287664,1799164,2273049,2316915,19753290,9934001,44864830,4781293,3519563,10102630,2166210,6608272,24908140,12831580
A0A5H1ZRQ2,tr|A0A5H1ZRQ2|A0A5H1ZRQ2_HUMAN R0 helicase OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=1,tr|A0A5H1ZRQ2|A0A5H1ZRQ2_HUMAN,80 kDa,513431600,520129100,517622400,387579500,426353000,557599800,501909500,337590300,548766400,313340500,1593313000,675315700,394586100,435012900,204087900,525107500,705869400
A0A5H1ZRQ8,tr|A0A5H1ZRQ8|A0A5H1ZRQ8_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=1,tr|A0A5H1ZRQ8|A0A5H1ZRQ8_HUMAN,143 kDa,15045090,10890060,11838050,4287664,1799164,2273049,2316915,19753290,9934001,44864830,4781293,3519563,10102630,2166210,6608272,24908140,12831580
A0A5H1ZRS1,tr|A0A5H1ZRS1|A0A5H1ZRS1_HUMAN Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=1,tr|A0A5H1ZRS1|A0A5H1ZRS1_HUMAN,228 kDa,10754910,9458421,8661621,13947960,7537376,4991113,9470693,6152992,5120501,5568198,12388030,7940415,19862970,8969571,1128503,11180100,11321600
A0A5H2UD98,tr|A0A5H2UD98|A0A5H2UD98_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UD98|A0A5H2UD98_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UDE6,tr|A0A5H2UDE6|A0A5H2UDE6_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UDE6|A0A5H2UDE6_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UDT4,tr|A0A5H2UDT4|A0A5H2UDT4_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UDT4|A0A5H2UDT4_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UFU7,tr|A0A5H2UFU7|A0A5H2UFU7_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UFU7|A0A5H2UFU7_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UG26,tr|A0A5H2UG26|A0A5H2UG26_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UG26|A0A5H2UG26_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UGJ7,tr|A0A5H2UGJ7|A0A5H2UGJ7_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UGJ7|A0A5H2UGJ7_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UIV7,tr|A0A5H2UIV7|A0A5H2UIV7_HUMAN MHC class I antigen OS=Homo sapiens OX=9606 GN=HLA-B PE=3 SV=1,tr|A0A5H2UIV7|A0A5H2UIV7_HUMAN,40 kDa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A5H2URS3,tr|A0A5H2URS3|A0A5H2URS3_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2URS3|A0A5H2URS3_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2USV4,tr|A0A5H2USV4|A0A5H2USV4_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2USV4|A0A5H2USV4_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UT55,tr|A0A5H2UT55|A0A5H2UT55_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UT55|A0A5H2UT55_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UTM0,tr|A0A5H2UTM0|A0A5H2UTM0_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UTM0|A0A5H2UTM0_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UTM4,tr|A0A5H2UTM4|A0A5H2UTM4_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UTM4|A0A5H2UTM4_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UTT9,tr|A0A5H2UTT9|A0A5H2UTT9_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UTT9|A0A5H2UTT9_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UXC6,tr|A0A5H2UXC6|A0A5H2UXC6_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UXC6|A0A5H2UXC6_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UXG9,tr|A0A5H2UXG9|A0A5H2UXG9_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UXG9|A0A5H2UXG9_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UXI1,tr|A0A5H2UXI1|A0A5H2UXI1_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UXI1|A0A5H2UXI1_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UXP3,tr|A0A5H2UXP3|A0A5H2UXP3_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UXP3|A0A5H2UXP3_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5H2UZT8,tr|A0A5H2UZT8|A0A5H2UZT8_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5H2UZT8|A0A5H2UZT8_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5J6CXM9,tr|A0A5J6CXM9|A0A5J6CXM9_HUMAN G-protein coupled receptor 143 (Fragment) OS=Homo sapiens OX=9606 GN=GPR143 PE=4 SV=1,tr|A0A5J6CXM9|A0A5J6CXM9_HUMAN,8 kDa,9541248,11247600,11985880,3475635,1634817,21985620,16559020,19133630,2150800,2228012,107354900,11930750,88992070,3762121,2161010,4163012,12014090
A0A5J6CZ25,tr|A0A5J6CZ25|A0A5J6CZ25_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DRB3 PE=4 SV=1,tr|A0A5J6CZ25|A0A5J6CZ25_HUMAN,26 kDa,1030278,314548,1100585,209225,2488422,991217,1775899,1296649,840132,480118,194752,257780,355248,4951866,1304526,149163,693823
A0A5J6V0W9,tr|A0A5J6V0W9|A0A5J6V0W9_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5J6V0W9|A0A5J6V0W9_HUMAN,23 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5J6V276,tr|A0A5J6V276|A0A5J6V276_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5J6V276|A0A5J6V276_HUMAN,23 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5J6VDE4,tr|A0A5J6VDE4|A0A5J6VDE4_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=DQB1 PE=4 SV=1,tr|A0A5J6VDE4|A0A5J6VDE4_HUMAN,23 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5K1TTE0,tr|A0A5K1TTE0|A0A5K1TTE0_HUMAN MHC class II antigen OS=Homo sapiens OX=9606 GN=HLA-DRB1 PE=2 SV=1,tr|A0A5K1TTE0|A0A5K1TTE0_HUMAN,30 kDa,26401260,22901820,22361510,37139390,20215300,23837340,37704330,34903510,59675150,13484640,12677500,10781120,7029174,49495290,8012404,39977680,23834620
A0A5K1TTI9,tr|A0A5K1TTI9|A0A5K1TTI9_HUMAN MHC class II antigen OS=Homo sapiens OX=9606 GN=HLA-DRB1 PE=2 SV=1,tr|A0A5K1TTI9|A0A5K1TTI9_HUMAN,30 kDa,26401260,22901820,22361510,37139390,20215300,23837340,37704330,34903510,59675150,13484640,12677500,10781120,7029174,49495290,8012404,39977680,23834620
A0A5K1VW55,tr|A0A5K1VW55|A0A5K1VW55_HUMAN Activating sig0l cointegrator 1 complex subunit 1 OS=Homo sapiens OX=9606 GN=ASCC1 PE=1 SV=1,tr|A0A5K1VW55|A0A5K1VW55_HUMAN,29 kDa,20364180,19276830,18372460,21019890,17362930,11208000,15671820,24437710,17881610,17883440,29162690,11978780,13881700,19844120,11947570,19335360,38327280
A0A5K1VW74,tr|A0A5K1VW74|A0A5K1VW74_HUMAN Non-specific serine/threonine protein ki0se OS=Homo sapiens OX=9606 GN=AKT3 PE=1 SV=1,tr|A0A5K1VW74|A0A5K1VW74_HUMAN,53 kDa,26035190,23646990,24176890,24001750,4632102,8531652,16969910,22665080,27973130,5185001,54427200,62993660,9347213,48181090,7768386,30820260,54358820
A0A5K1VW76,tr|A0A5K1VW76|A0A5K1VW76_HUMAN Calcium/calmodulin-dependent protein ki0se OS=Homo sapiens OX=9606 GN=CAMK2A PE=1 SV=1,tr|A0A5K1VW76|A0A5K1VW76_HUMAN,48 kDa,17482780,19569650,13690590,19783160,10005140,13390420,13432830,25324510,22829560,16796300,26358650,16194740,4801790,26742190,9379247,28500260,20242400
A0A5K1VW95,tr|A0A5K1VW95|A0A5K1VW95_HUMAN Malate dehydroge0se OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=1,tr|A0A5K1VW95|A0A5K1VW95_HUMAN,39 kDa,1019311000,958643300,907448200,786185400,381820800,1130316000,464460000,1202692000,960217100,1118489000,1682201000,1420337000,1129733000,698259800,356734600,990739100,1247944000
A0A5P8I411,tr|A0A5P8I411|A0A5P8I411_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5P8I411|A0A5P8I411_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5P8NFB6,tr|A0A5P8NFB6|A0A5P8NFB6_HUMAN MHC class II antigen OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5P8NFB6|A0A5P8NFB6_HUMAN,30 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5P8NKB2,tr|A0A5P8NKB2|A0A5P8NKB2_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5P8NKB2|A0A5P8NKB2_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
A0A5P9VKD0,tr|A0A5P9VKD0|A0A5P9VKD0_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DQB1 PE=4 SV=1,tr|A0A5P9VKD0|A0A5P9VKD0_HUMAN,26 kDa,88992070,85501540,96221490,60493300,29260770,23732460,21058510,19179440,1066921000,10492200,22540790,5447012,16859600,45072940,19543950,25907870,26554350
